text,label
why was i charged for cash withdrawal?,19
i don t think i was supposed to be charged so much.,64
hi i am interested buying crypto currency but unable to purchase it through the application. i do want to do the exchange could you please let me know what is the problem?,7
how long does it take for my id to verify?,68
how do i know what my account is set to i am paid in gbp?,50
i wanted to transfer money to another account but now i don t have to so i d like to cancel said transfer. how can i do that?,8
can i set up to my account to automatically top up?,4
how can get a visa card?,73
what s the process for terminating an account?,55
hey i got charged extra for some reason when i purchased an app. is this a hidden fee or something? i don t think it s very cool.,34
why is there an additional fee showing on the statement i received?,34
do you provide cards to people not in the uk?,24
my card was rejected,25
i was charged a fee after using my card and i shouldn t have been.,15
where are the options to top up with a cheque on my account?,58
hello. i have a transaction in my account listed as pending. i tried to use an atm at the city centre but the machine declined my card and i did not receive the money. why is the transaction still pending if i did not receive the money.,46
how do i see the source of my money?,70
the first payment i attempted for my card at the store earlier did not process so i had to make a second attempt. the second time it worked. it now appears i was charged twice. after looking at the app i see a pending charge. please remove the pending amount because it is clearly not accurate and was declined.,63
i made a payment but the app gave the money back.,53
some cash is showing up in my app that i did not get.,20
how do i get extra cards?,39
i put money in my account a week ago but its still not there?? what happened to my money?,6
i had a card payment that was declined. why?,25
i moved to a new city and need to change my address,30
the 1.00 has still not been reverted as indicated in the previous email.,34
my card is not working.,14
what countries are you currently in?,24
i recently bought something in foreign currency and i am unsure of the exchange rate. is this rate applied correctly?,17
help. my card is broken.,14
i m trying to take money from my account but its not letting me. help!,26
when will the 1 transaction be credited to me?,34
lost phone can i still access account?,42
i have been charged a fee i didn t know about this fee before! when do you charge extra for card payments?,15
i am unable to use my card for some reason.,14
why did you revert my top up?,61
what s the refund process?,52
i entered a wrong pin too many times. how can i fix this?,49
how do i find the exchange rate?,32
did you lose my money? i had added funds through top up not long ago and i know they were in my account but they seem to have disappeared. what happened?,61
i have used all my pin tries what now?,49
why did my top up get pulled back out?,61
why is my exchange rate wrong?,17
i would like for someone to tell me which fiat currencies that your company supports.,36
how do i report fraud on my card?,22
verifying the top up seems like a hassle.,71
why does my top up get cancelled?,61
i want to change the wrong exchange rate.,17
i think a card payment i made was cancelled can you check?,53
oh no! i lost my card! help!,41
am i gonna be charged for sending out more cards?,39
what fiat money can i used in the exchange and holding?,36
there is a withdrawal on my account that i don t remember initiating.,20
i think my top up was reversed.,61
why did i get charged a fee for transferring money?,64
why am i being charged more on exchange with things i bought abroad?,17
i used the wrong account number!,8
tell me why my card payment has been declined.,25
what types of foreign money can be used with this service.?,36
my statement shows an extra fee what is it?,34
what are the steps for changing my passcode?,44
can i get some money exchanged?,33
why did a transfer get declined?,27
does the package with my card have tracking?,11
please tell me how i can get a virtual card.,40
how do i know when my card will expire?,9
what is the reason my payment was not accepted?,25
how do the foreign exchange rates work?,32
i would like to alter my personal details.,30
hi there earlier today i tried to take money out of an atm machine and something wasn t working. i didn t actually receive the money but i just checked and it says that the transaction is still pending. can you tell me what s going on here? am i still being charged for the withdrawal even though i didn t end up getting any money?,46
my identity has been stolen. i still have my physical card but there are charges i didn t make on my account. how do i cancel this card or dispute the charges?,20
who charged me a fee for paying by card?,15
cash withdrawal still pending?,46
where is my virtual card?,40
i have young kids. can they use this service?,1
can i get money in my home currency at some atm? i m on holiday and am a bit concerned because i don t have any cash with me it is possible to withdraw here already without any additional cost?,76
does it matter which card i use,73
i would appreciate it if i could get an item refunded,52
the app doesn t show the card i received.,13
hello! i need to order a disposable virtual card. where can i do that at?,37
what if any is the limit for auto top up?,4
how come i can see an extra charge for my transfer?,64
help me find my card pin!,38
how can i use my american express to add money into my account?,54
how can i alteration my pin?,21
is it possible to track the card you sent me?,11
how can i unblock a blocked pin number for my account?,49
i d like to know where my funds come from.,70
i want a card but i m not in the uk can i get one still?,24
i need to change my address in the personal details.,30
using your app would i be able to exchange between usd and gbp?,33
the seller of the items i bought online the other day hasn t received the eu transfer yet. how long do these usually take?,48
when i want to transfer money to my account how can i do that?,65
i have a canceled top up and wanted to know about it.,61
i was supposed to get a purchase refunded but i don t see the money in my account,51
should i reinstall the payment app?,23
where do i verify a top up card?,71
for physical cards do you charge?,43
i d like to use cash to top up. how do i find that option?,58
i was charged a fee for a transfer.,64
i made a cash withdrawal and it is still listed as a pending transaction.,46
i m still waiting for my new card.,11
how much would an extra card cost?,39
hello i made a bank account transfer from the uk. the transfer was a couple hours ago nothing has shown up yet. can you check to see if everything okay. please.,5
is there any way to get another card on the same account?,39
my card payment didn t work,25
i want to use my account before identity verification,74
i just found a payment from a while back in my account that i didn t make. can i still dispute it even though it was a couple of months ago?,28
i got some items this morning but the payment says pending,45
can i exchange currencies with this app?,33
i will need to exchange currencies frequently will i be able to get a discount?,31
why don t i see my top up in my wallet?,62
hello i have recharged topup but account is not credited. please help me in this i guess there is some defect in system.,61
who accepts my card?,10
please help me! a payment i made had an error on the account number and i can t cancel on my side. can you cancel it?,8
i didn t get my card back from the atm.,18
if my phone was stolen do i need to do anything?,42
i see a cash withdrawal that i did not perform.,20
how do i add a card on to the app?,13
i tried to use my debit card but the payment did not work.,53
do you take swift transfers?,56
where is my unknown payment from?,16
where is my missing cheque i deposited?,6
i am experiencing difficulty providing my identity.,68
i d like to open an account for my children. how can i do that?,1
i need to cancel a transaction.,8
when can i expect my card to arrive?,12
i have transfered to my account before but it is being declined now?,27
why is my identity not verified?,68
where do i go to change my account details?,30
why was i charged an extra fee when paying with my card?,15
why won t my card work.,14
i purchased something abroad but the exchange rate is incorrect.,17
how long the card validity,14
please provide me a list of atms that accept my card.,3
why did you cancel my card payment?,53
my payment was declined,25
i want to get few more physical cards,39
so i see a strange fee that i ve never seen before after making an online purchase from abroad. i was under the impression transfers could be made for free. i don t think this seems fair.,64
i bought something online a week ago and i never got it in the mail.can i just get my money back now i don t want to keep waiting on something that isn t going to show up.,52
explain how to verify my identity?,69
where did my funds come from?,70
when will my transfer process?,5
how can i edit my personal details?,30
i got less cash than the one i specified in the atm,75
does the pin come under separate cover?,38
my card has not been delivered yet and its been a week since i ordered it please help,11
i am wondering if international transfers take longer. i a made a transfer from france two days ago and believed it would be here already. please let me know when i will get it!,5
i asked for 40 and i only received 20 what happened?,75
i did not get as much cash as i requested at the atm.,75
how is top up verified?,71
i was made to pay a fee for making a transaction with card.,15
i have a new card and i want to activate it,0
i have to make several disposable cards per day.,29
is it free to transfer money or is there a fee?,64
im still waiting for my account to update from a cash deposit?,6
if my card is about to expire how long would it take to receive a new one and how much would that cost me?,9
what amount of time does it take for a transfer to reflect and be available,5
a transfer to an account was not allowed,7
how do i check my security settings to allow contactless pay?,23
top up is not working,59
help me with my transfer,35
there is a payment that i made that i noticed has not gone thru yet. can i ask why?,45
how can i view the source of my available funds?,70
i was not able to receive the correct amount of cash.,75
i didn t receive all the cash i asked for,75
i would like to delete my account now please.,55
are there any limits to using disposable virtual cards?,29
what different ways are there for someone to send me money?,50
my friend deposited 100 into my account but it is not showing up!,6
i don t see the transaction i made to a friend on my account.,66
why was i charged when taking out money?,19
please explain why my transfer attempt was declined. thank you.,27
what is the exchange rate?,32
i ve tried several times to make a payment and every time my card is declined? could my card be locked? i don t know what to do.,25
can another family member hold a card for this account in addition to mine?,39
why hasn t the transaction i did arrive yet?,66
why has my card payment not yet been applied to my account?,45
what s the process for getting a disposable virtual card?,37
how can i go about transferring money to my account?,65
i tried to buy something online but my funds were transferred back to my account. what is happening?,53
how do i change my aud into gbp?,33
how can i check for an unsupported merchant for my transfer request?,27
is there a reason why my account isn t updating because i used a check to balance my account?,6
can i choose what card i can use,73
i accidentally blocked my pin. how do i reset it?,49
my card got charged twice for the same thing!,63
where can i have a virtual card,40
what is preventing me from adding a specific beneficiary?,7
the exchange rate was wrong in the foreign country i got cash in.,76
the wrong exchange rate applied to my cash withdrawal.,76
how many transactions can i make with a disposable card,37
i prefer to get a mastercard.,73
what other currencies are available to change to?,33
to receive money are there charges?,56
how do i get started when i get my card?,38
when did i get a 1 extra fee on my statement?,34
can i top up using an international card,57
how do i add a new card?,13
i haven t received the money from the check i deposited.,6
i already made a transfer and want to cancel it how do i do that?,8
why is my card payment pending?,45
i can t be sure but i think that someone may be using my card.,22
i normally have no issues making transfers so why am i suddenly being told it is not possible?,7
can you please assist me in completing a transfer? i m trying and i keep getting an error. i m trying to purchase a flat and pay the initial mortgage payment. all i keep getting is an error. can you find out what s happening here?,35
my card info was stolen what do i do?,22
my top up keeps showing pending? how long will things be like this? days weeks months? i need the money quite urgently for an important coffee purchase can you please let me know when top up will work?,47
what do i need to do if the atm kept my card?,18
my cash balance less than what i thought,75
why didn t i receive all the cash i requested?,75
which currencies will you exchange?,36
the machine gave me the wrong amount of cash.,75
i am entering my passcode but getting an error.,44
atms which ones will accept this card?,3
why didn t my transfer get to the recipient?,66
could you tell me what your exchange rates are?,32
can i get a card even though i live in the us,24
i would like to know how to transfer money into my account.,65
could i please cancel my transfer i paid it into the wrong account. i need to pay it into the right account by tomorrow.,8
what exchange rates do you offer?,32
why was my cash withdrawal cancelled at the atm?,26
why doesn t it show that i did a balance transfer?,5
what currencies is an exchange rate calculated in?,32
help! the app says i took out cash but i didn t!,20
what is going on? my top up is still pending. i use your system all the time but now it is just showing as pending.,47
i would like a temporary virtual card,37
i noticed a duplicate charge on my statement.,63
i have a payment that has not gone through yet,45
what do i need for the identity check?,69
how would i use my money in a different country?,33
are there virtual disposable cards?,37
hi please help me as i have transferred some amount but receiver did not get the same amount. he received a bit less. due to this again i need to transfer the difference. i have transferred money but beneficiary s account is credited with less amount. now i have transfer the difference of the amount. i think there is some issue could you please look into this.,64
why is there a 1 charge on my statement?,34
i still haven t received my card after two weeks is it lost?,11
can i get a new card with new expiration date in china?,9
do i have to pay for exchanging currencies?,31
can you tell me what i need to do for the identity check process?,69
i paid with card and i think there was a fee applied.,15
what should i do if i ve tried to enter my pin too often?,49
i requested a refund from a seller a while ago but when i check my statements it doesn t show up. can you help me get my refund.,51
how many days does it take until funds are in my account?,67
my atm got stuck and i m not sure what to do.,18
what is the system for determining the exchange rate?,32
how can i put more money into my account?,58
i need to know why my credit card was declined for top up? what is the deal here and why did it not go through?,59
i am required to make several disposable cards every day.,29
my top up isn t working.,59
i have been overcharged.,63
i have a strange transaction on my account which appears to pertain to a cash withdrawal i made outside nandos in leeds. what is that for? is it fraud?,19
if i want to exchange currency will there be extras?,31
how long do bank transfers take to clear,5
how long does it take to activate the card as it does not look like its working?,0
why is the exchange rate different on my recent purchase?,17
how can i tell if there is a top up limit?,60
what are my payment options for topping off my account?,58
i don t understand why my payment was declined. i thought everything was ok.,25
what is the amount of disposable cards i can have?,29
what flat currencies do you use for holding and exchanges.,36
i see a charge for a direct debit that was not me.,28
what s the limit on total number of cards i can have?,39
how do i make contactless work,23
what stipulations do disposable cards entail?,29
how can i reset my darned pin number?,49
a transfer has been made in my account that i need to cancel. this was a mistake on my part and i hope we can get this resolved quickly.,8
my virtual card isn t working.,72
my card does not work,14
someone else charged my card!,28
my top up was rejected. why?,61
please explain the fee on a transfer i made.,64
i m waiting for my transaction to complete.,66
can i use google pay for topping up,2
please help in finding my card pin thank you!,38
for adding money which currencies do you accept?,54
am i able to get this shipped to china?,9
is there a reason my new card hasn t arrived yet?,11
should i contact customer support if i can t edit details,30
my pin is unlocked what do i do?,49
what is the source of the money in my account?,70
a transfer has to be cancelled.,8
how do i check security settings on my card?,14
i urgently need to top up my card but its getting declined. please help me in this or advise with other options if any.,59
this is the first time i ve tried to get my money out of an atm and it didn t work. please give me my money,26
what is the delivery time to the us?,12
i saw a payment come out of my account for a merchant i don t remember.,16
is there a limit on top ups?,60
what are the charges if i exchange foreign currency?,31
i m confused as to why my transfer is still listed as pending on the website.,48
is it possible to change from usd to gbp with your app?,33
i have never been charged a card payment fee before. why did this change?,15
i have a fee listed for a transfer.,64
where do i get a disposable virtual card?,37
how do i start auto top up?,4
why did i have to pay extra because i paid with card?,15
i deposited a check a few days ago and it s still not gone in! please help me with this,6
can i resent my passcode?,44
why are the things i bought earlier today still showing as pending?,45
how do you determine your exchange rates because one of yours was off when i got cash,76
i was checking my statement and i think one of my card payments has reverted,53
how come my card doesn t work anymore?,14
i need to transfer some money to a friend who is in urgent need of some fast cash. how long will it take before she can use that money?,66
how much does currency exchange cost?,31
my transaction is on the wrong account.,8
are there fees for top ups?,57
i think my identity has been stolen can you check on unauthorized charges?,22
currently my card is broken.,14
i was charged twice for a few things this week when i only bought one. what do i do?,63
i didnt get the correct exchange rate for getting cash,76
can you find out why my credit card didn t process payment? it was declined for top up so what s the deal?,59
why can t i transfer to an account?,7
i ve forgotten my passcode. can i reset?,44
your exchange rate is totally wrong for my card payment,17
the atm keeps declining my transaction . i tried two different atms already would you please check if everything is okay with my account?,26
how does my statement get updated so i know when a refund will reflect on my balance,51
i noticed that my card was charged more than once for one thing.,63
with my new card how may i activate it?,0
i want to get an item refunded,52
i just replaced my phone so do i have to make a new account?,42
is there a reason why top up needs verifying?,71
the exchange rate is incorrect for my payment.,17
how do i receive my physical card,43
my product hasn t arrived even though i ordered it a while ago. i want a refund!,52
how can i get my physical card to work?,14
i don t know my password,44
when i exchanged currencies the value of my money changed.,76
is there a fee to make a transfer?,56
i am seeing a weird payment showing up that i know i did not make how can i get it cancelled?,28
i wasn t charged the correct exchange rate for an item i purchased.,17
i want to top up by card,62
why did you decline my transfer?,27
where can i pay with my card?,10
what will i be charged for a physical card?,43
when are cards delivered?,12
where do i go to edit my personal details on my account?,30
why is my transfer still pending?,48
i stupidly initiated a rent payment from the wrong account yesterday. it can t be paid from that account but it really needs to get paid on time. am i able to move the payment to the right account?,8
after trying to update my account balance yesterday by cheque it doesn t seem to working. shouldn t the process be quicker? i need my account looked at because there appears to be a problem.,6
i attempted to get cash but was declined.,26
why was my top up unsuccessful?,59
how can my new card be renewed?,0
if i ordered my new card last week how much longer should i wait to receive it?,11
i can t find my pin anywhere.,38
what do you charge to top up us cards?,57
i have a transaction and would like to know if i it s cancelable?,8
can you tell me more info about virtual disposable cards?,37
is there a way to order a virtual card on the website?,40
why wouldn t you support american express? its a card i like and use often and i don t want to get a different one,54
do you send duplicate cards?,39
hi i am on vacation in spain and someone stole my bag with my phone and wallet with cards and everything. can you block it asap and then i want to order a new one also asap.,41
does it cost to add money to my card?,57
how can i make my card active?,0
i can t find any option to top up with a cheque?,58
how do i exchange currencies using this app?,33
i sent a cheque a few days ago and nothing has happened to my account yet. can you please check on this for me?,6
make my account go away,55
can i use apple pay to top up?,2
someone stole my phone yesterday is there anything i need to do?,42
why do i see an extra fee on my statement?,34
hi i made a transfer from france two days ago and thought it would be here by now. can you give me an update please?,5
how come i can t find anywhere to load using cash,58
my card arrived but i don t know how to get my pin.,38
i ve already tried 5 times to complete a transfer that s just standard. what s the deal? is your system down at this time?,35
when will my cheque process?,6
please explain why my top up hasn t been processed yet?,47
can someone assist me with explaining how i can unblock my pin?,49
what are the exchange rates?,32
i ve been waiting for a pending transfer to go through for a while now and don t see any reason why i ve been waiting this long. i know that i have the correct account details so that isn t the problem.,48
why has my top up been cancelled,61
how long will a transfer from the us take?,67
please help! i was looking at my account and saw a transaction with a seller i don t remember. is it possible for you to track the sale because i really don t think i made a payment to them.,28
i believe my card payment were reverted,53
a payment i didn t do shows in my app,16
i ordered something and now i have buyer s remorse. since what i ordered hasn t come yet can you just cancel the payment since i already know i want a refund for it?,52
i recently made a transfer that i would like to cancel,8
what are the steps for my friend to send me money?,50
the atm ate my card how do i get a new one?,18
why is there a direct debit set up in my name?,28
is there an extra fee for using an atm?,19
what fee will be charged for exchanges?,31
how do i get my cash withdrawal to show?,46
i bought something in a foreign currency but the rate applied is wrong!,17
if i wanted to make a change from gbp to aud what is the process?,33
i want to reverse my transaction from earlier,8
is there a auto top up option?,4
my virtual card has not came yet!,40
how come my disposable virtual card used to pay for a gym subscription got rejected?,72
my payment had a wrong exchange rate.,17
what is the maximum for top ups?,60
i would like to change my personal details.,30
why hasn t my payment gone through?,45
how do i use disposable cards?,37
what do i need to do to get my new card which i have requested 2 weeks ago?,11
can i change my pin on holiday?,21
i m looking for the option to top up by cheque.,58
what is the verification process for a top up card?,71
i would like to cancel my previous purchase.,52
i am not able to use the app since i forgot my phone at the hotel i was staying at.,42
there was an extra fee when i paid with my card why was i charged this extra fee?,15
i don t know where this debit transaction on my statement came from.,28
how can i check to see where my funds come from?,70
a wd was just made on my account but it was not me and i still have my card. what to do?,20
do you charge for making a withdrawal? i took some money out of my account earlier and i was charged for this.,19
what s the fee for exchange of foreign currencies?,31
i can t transfer money from my account.,27
it is extremely important that i cancel the transfer i made yesterday and put the money into a different account. is this possible?,8
show me the source of my money.,70
my card would not work at a shop.,25
i tried updating my balance by cheque yesterday but it doesn t seem to be working. shouldn t that be faster? please check my account something has gone wrong there.,6
why isn t my balance updating? i did a bank transfer and it isn t current.,5
i want to know how many different currencies my money can be in,36
i draw out money from your atm during holidays and was charged insanely. i wouldn t have done it if i had a little sense about the shocking charges.,76
my contactless is non functional.,23
hi i have been transferring money to my friends since morning but all my transactions were getting failed. can you please look into this issue.,35
what are your exchange rates at?,32
will it cost extra to add money to an international card?,57
where do i go to terminate my account?,55
why did you give me so little currency?,76
are there any restrictions on where i use this card?,10
where is the auto top up option?,4
how do i get my paycheck through this?,50
can i get money out of any machine?,3
can friends send me money?,50
for sepa transfers what kind of charge will be applied?,56
i just deposited cash to my account and can t find it!,6
what atms will allow me to change my pin?,21
i just looked over my statement and i don t recognize the name of a card payment.,16
i made a rent payment from the wrong account yesterday. it absolutely has to go through tomorrow so can you please reroute the payment to the right account?,8
why is there a charge for my transfer?,64
can i transfer my paycheck to the account?,50
how do i link my replacement card?,13
why is my transaction taking so long to complete?,66
how can i check the source for my funds?,70
can i make a withdraw in my home currency at an atm? i m on vacation and don t have cash with me. this is cause for a bit of concern. is it possible to withdraw here without additional fees?,76
can i do a transfer with swift,56
it didnt work when i tried to pay contactless at the bus today. why?,23
i want to return an item.,52
the correct amount of cash was not received.,75
how much do i have to pay if i want to transfer money?,64
my plans may change so i may need to change from gbp to aud.,33
can i add a card that i just found again to the app?,13
the currency exchange rate was wrong for a purchase i made.,17
i keep trying to make a payment but it doesn t work.,25
i can t find my card it is lost.,41
can you please assist me in apple pay in getting top up to work?,2
is the closest atm to me within 2 miles?,3
can my pin changed remotely without visiting a bank?,21
i think the rate that was applied to my purchase using foreign currency is wrong. help!,17
my cash withdrawal shows pending why?,46
how long will it take to deliver something to us?,12
i would like a physical card,43
what is the most amount of disposable cards allowable?,29
please explain how i use the disposable cards?,37
my actual card isn t working.,14
when will i receive my card?,12
can i track the card you sent to me?,11
can you check about unauthorized use of my card i think someone is using mine without my knowledge?,22
tell me more about getting a virtual disposable card.,37
i noticed my transfer was declined.,27
why isn t my virtual card working?,72
i didn t get the right amount of cash because of the exchange rate.,76
do i have to go into the bank to change my pin?,21
the atm is declining my card. i tried at two different atms. can you tell me if there s anything wrong with my account?,26
do you charge for sending more cards?,39
can i change my pin at an atm?,21
if i were to do a transfer what is the rate for that?,56
why are my transfers getting declined? i havent had a problem in the past.,27
what is the verification process for my card?,71
i transferred money to another country several days ago but my transaction is still pending. i have checked that the accounts are keyed in correctly. what sees to be the problem?,48
how do i replace my card?,9
i could not access my money at the atm,26
what type of card can i use to top up?,54
cancel transaction,8
card is lost please help,41
i believe my money did not go through with my top up was there a problem on your end?,61
so the transfer finally worked but now it s been pending for quite a long time. how long do you expect me to wait for it? it s quite urgent,48
can i reactivate a card?,13
my top up was reverted why did this happen?,61
i already have an account. why can t i use it unless my identity is verified?,74
what do i do when i get close to the expiration date of my card?,9
why should i verify the top up?,71
what is the youngest age in order to have an account?,1
why was i unable to do a transfer?,27
do you allow currency exchanges?,36
i did a transfer earlier but see that it failed to go through.,35
please tell me why i can t have the funds i deposited a week ago? i need the money now.,6
how long with my cash withdrawal stay pending for?,46
is it a good time to exchange?,32
where is the money i topped off with?,47
is a physical card also available,43
how long does it take for a new purchase to stop being considered pending?,45
where can i reset the passcode?,44
someone transferred money to me and it doesn t show,48
i was charged extra when i made a cash withdraw why?,19
tell me what the steps for the identity checks are,69
it seems that the rate i got is incorrect.,17
what is the purpose of the extra fee that is showing up on my statement?,34
would it be possible to open up an account for children?,1
what is the reason my top up is still pending?,47
please tell me how to verify my top up card.,71
my card is lost! what do i do now?,41
how do i top up my card using your app? i m new to this.,62
how long does a transfer take?,48
my withdrawals were going smooth until i got declined today. what is going on?,26
why do i still have a pending cash withdrawal?,46
how do i change my name after marriage,30
what s the youngest i can be to open an account?,1
i have one of your cards but i don t know how to link it.,13
how do i enable auto top up?,4
i was just needing to know why my card got declined,25
do you accept visa or mastercard?,73
i have been charged a fee for paying with card,15
my card will expire soon do i need to order a new one?,9
what atms use this card?,3
i would like to know how my friend would be able to send me money,50
i deposited cash into my account why do i not see it?,6
the app wouldn t accept my top up.,61
can you send me the actual card?,43
i must quickly transfer something from china and i need to know how long it will take.,67
can you help me process a refund?,52
i entered a typo when i was transferring money and now i ve sent it to an incorrect account. this is so bad! i need it cancelled now.,8
is there a way i can get my card expedited?,11
can you tell me where to find top up by cash deposit?,58
is american express accepted?,54
my card doesn t work when i use it.,14
can i change my pin through the app?,21
i accidentally chose to exchange gbp but i need to pick aud. how can i change it?,33
why was the transfer declined?,27
the exchange rate you re using is terrible this can t be the official interbank exchange rate can it?,17
i am traveling to germany will i be able to use my card there?,10
i had cash transferred but the balance did not change.,5
i can t add any more money.,59
how can i transfer money from an outside bank?,65
three months ago i bought a new house for my cat fluffy. unfortunately fluffy was not a fan of the house and it had to be returned to pet smart last week. they said they have sent a refund but it s not there can you tell me where it is?,51
i want to know where my money comes from.,70
is there a problem that makes my payments show pending?,45
what steps must i follow to get a visa credit card?,73
i thought transfers were free why was i charged a fee?,64
there is an error the app says i made an atm withdrawal and i didn t.,20
where do you support?,24
my app is displaying a payment i didn t make,16
tell me how to verify a top up.,71
the applied exchange rate is wrong for the cash i got abroad.,76
can i deposit money using apple pay?,2
why would i get a decline message in a transfer?,27
what is the process of card activation?,0
lost my phone what is account security?,42
how can i use american express to add funds to my account?,54
what is the 1 transaction on my account?,34
i topped up recently and saw the money go through but now it s just gone? what s going on,61
my card payment has been declined why?,25
card payment was declined do you know why?,25
can i choose between mastercard and visa?,73
can you let me know why my cash withdrawal is still pending?,46
why do you verify the top up,71
there are transactions that i don t recognize. what do i do if i think someone is using my card?,22
my account shows that i made a cash withdrawal but i cannot remember doing so!,20
i tried to get some money but the machine was not working .the transaction still seems in progress! can you please check what s going on.i don t want to be charged for money that i did not received.,46
i m not sure why my card payment was cancelled can you find out why?,53
why is my transfer pending when i already made it?,48
earlier today i took money out the atm. after checking the app the amount is so much higher than the amount i received.,75
when will my card come? i need it as soon as possible!,12
how long does it take for a money transfer to show up?,48
hi i tried to top up my card today and it did not work. i have tried it in the past and it worked just fine but it won t do it anymore. can you help me out?,59
i tried using a virtual card for a hotel but it didn t work why not,29
could my daughter open an account?,1
could it be that i deactivated my card its not working?,14
do you work with all fiat currencies?,36
i was removing a dollar amount from my account and now don t have access to my card.,18
there is a strange charge on my debit statement,28
i m concerned about a payment that has recently been made on my card. i do not recognize the name that the transaction went to can you help me?,16
what is needed to prove my identity?,69
can you tell me where can change my pin?,21
my card is being declined online. could you tell me what might be broken or wrong with the account?,27
how do i activate my card that just arrived?,0
will my friends be able to top up my account?,62
what do i do now my credit card has been swallowed by the atm?,18
there is a strange payment on my statement. what should i do?,16
there are a couple payments with my card displayed in the app which i didn t make. what is happening? maybe someone has access to my card.,16
can you tell me the status of my new card?,41
why did i have to pay an additional amount when using my card to pay?,15
looks like my card payment was duplicated after all. i went to pay at the store earlier got declined once second time it works. app still stays pending for one of the payments. can you remove one of them as it s wrong and clearly was declined?,63
there is something wrong with my card. tried to use it a few times today in different places and it just didn t work. the transactions i tried to make were really small so not sure what s going on,14
fix my contactless,23
my card was working but now it doesn t.,14
what are the reasons that my mortgage payment won t go through? i m getting an error and don t know how to correct to get this transfer to go through.,35
what s the limit for auto top up?,4
how do i avoid getting charged a fee on my card?,15
i lost my phone! will my card still work?,42
can i verify my identity i the app,69
i need to stop a transaction that i made.,8
i am still waiting for a transfer to show,48
was my transaction reverted with my card?,53
what do i need to do to cancel a transaction?,8
i can t withdraw any money from my account. ive tried a couple different atm machines and both of them wouldn t give me my money. what s going on? is my account frozen or something?,26
what do i do if my card gets broken?,14
how can i find a way to transfer money without it being rejected?,27
what is the main reason of this problem,14
is there any fees associated with receiving money with this account?,56
is it possible to have both a visa and a mastercard from you?,73
can i change my pin without going to a bank branch?,21
what form of payments can i use for topping up?,58
where do i find my card pin?,38
how can i top up my account with a cheque?,58
my account shows a direct debit charge that i have never seen before,28
can i receive payments in another currency?,50
when can i expect the transfer to arrive in my account?,67
what is your shipping policies for cards?,12
can you help me track my card?,11
can i change my pin on my phone?,21
how come my cash deposit is not showing up. this can t be right. there must be some mistake. where did my cash go. you better not have lost it as i need this money asap.,6
my top up did not show up as shown and my money has disappeared can you help me fix this glitch problem?,61
i tried to top off using the card but the money just disappeared?,62
what do i need to do to change the address on my account?,30
i have a transaction showing up multiple times.,63
there is a 1 charge that appears as pending on my statement. what is that? i haven t purchased anything for a pound there.,34
is this app capable of exchanging currencies?,33
what is your maximum top up limit per day?,60
what should i do if my card doesn t work?,14
what can i use to verify my identify?,69
how old do i need to be to get an account for myself,1
i got less cash because of the exchange rate.,76
is there a fee for adding funds with a credit card?,57
i am locked out from entering my pin.,49
why am i being asked to have an identity check,74
is there any way to verify who i am?,69
after i attempted a transfer it failed.,35
my transfers keep on getting declined. my card was working fine up until now however it has suddenly stopped working. why is this?,27
i want to inactivate my account.,55
looking back on my transactions from a couple of months ago i have noticed a charge that is fairly large that i m certain was not completed by me. i know it has been a while but can i please dispute this charge?,28
i tried topping off my account with a card but the money is not in my account despite the charge going through,62
i m still expecting the transaction to be finished,66
there s a payment in my history i don t recognize,16
why is my atm withdrawal still pending?,46
i would like to exchange currencies but is there an extra charge to do so?,31
i recently made a payment and it is showing up in my account as pending . what does that mean?,45
my transfer got declined.,27
can i transfer my payroll to the bank?,50
why was i not able to complete a transfer?,35
how do i verify the top up?,71
can i get a physical card,43
is it possible to open an account for my children?,1
i am not happy with your service and request that my account be terminated!,55
my money disappeared right when i tried to top up,62
my cash transaction isn t showing on my receipt,66
does a us transfer take long,67
are swift transfers available at this bank?,56
my top up was rejected by an app.,59
i am still waiting on my card?,11
if i will be traveling is there a way to auto top up my card on certain days?,4
why do you keep declining my payment? i tried several times already with this card and it s just not working,25
why hasn t a transaction i did to my friend arrived yet?,66
which countries can i change my pin in?,21
do my kids have to be a certain age to use this service?,1
why did i get a fee from the atm?,19
i need a new card my old card is expiring.,9
how to activate google pay for top up?,2
what will i need to verify my identity,69
is my pin the same thing as my passcode?,38
what kind of cards an currency do you support?,54
my things were stolen and i need to know if i can still use this app.,42
in what increments can i top up my card?,4
i bought something but now i would like a refund. how do i do that?,52
i misplaced my phone so i can t use the app! does this mean i can t use my card?,42
i need to transfer money into my account and i don t know how to do that.,65
my statement shows a 1 purchase pending. i do not remember making this purchase please let me know what this is about.,34
how long will it take for my top up to work? it s still pending,47
any fee for topping up?,57
i have a disposable virtual card. is there a limit to how many times i can use it?,29
i put money into my account for the minimum balance but the application didn t accept.,61
is it possible for me to set up separate accounts for my kids?,1
how do you check my identity?,69
i got charged and extra fee when i transferred money so why was i charged?,64
i found my card i would like to reactivate it.,13
will i be charged for topping up by card?,57
hello. i just noticed i was charged two times for a restaurant i visited this week. can you reverse the additional charge?,63
i put some cash into my account but it s not displaying that on my balance.,6
i need this item refunded,52
is there a limit to using a disposable virtual card?,29
let me know when i get charged extra for payments. i saw on the app a fee i wasn t forewarned about.,15
