text,predicted_intent,confidence,routing_decision
i would like to link my card. how do i do it?,13,0.9029280016423229,template_handler
i want to find out what happened to my new card?,11,0.4160762386738012,rag_pipeline
i withdrew cash and was charged. why?,19,0.7342764596247656,template_handler
what do i do if an atm stole my card?,18,0.6421876607981717,template_handler
i just saw a fee on my account. when do these get charged?,15,0.5682710346303635,template_handler
i got the incorrect amount of money given to me from my account,75,0.8597999471961346,template_handler
how come my top up didn t go through instantly like it usually does?,59,0.5880217743967991,template_handler
you can activate your card in a few seconds by going to account hitting activate and just following the directions.,0,0.9757524911509675,template_handler
where is the cash i deposited?,6,0.9397496606344068,template_handler
my transfer failed when i tried.,35,0.7391422967254501,template_handler
where does all this money come from though?,70,0.9884685036857147,template_handler
why is this fee being charged to me after using my card?,15,0.7153120477361874,template_handler
can you tell me why my credit card was declined while trying to top up?,59,0.40570535301936683,rag_pipeline
why is my identity not being verified?,68,0.4852923493103487,rag_pipeline
how can i exchange currencies with this app?,33,0.7169528859276545,template_handler
how many times can i use a virtual card?,29,0.5811311861006742,template_handler
when will i see an updated balance after a transfer?,5,0.8467488794315567,template_handler
i received my american express in apple pay is there a reason why top up is not working?,2,0.9326431050069207,template_handler
is my card activated?,0,0.8680805455307804,template_handler
i am blocked now because i entered the wrong pin need help.,49,0.7315600700591928,template_handler
how can i top up automatically?,4,0.565905316695319,template_handler
do i have to pay for a second card?,39,0.8880689843884361,template_handler
why can t the recepient of my money transaction see it?,66,0.9143914075950175,template_handler
can i get a description of how to use a disposable virtual card,37,0.49091718756052466,rag_pipeline
how long do transfers from europe take?,67,0.9411043501040912,template_handler
my morning transaction needs to be canceled.,8,0.9465600232356022,template_handler
are purchases returnable for full refund?,52,0.6585673512488907,template_handler
is it possible to hold money in different currencies?,36,0.7100480175744394,template_handler
how long is delivery to the us?,12,0.9252914211457363,template_handler
i have a payment that shows twice,63,0.7396299906104963,template_handler
how long does it take for a transfer to reach my account?,67,0.48946303150681225,rag_pipeline
i mistook my pin and now i am locked. can you unlock me?,49,0.8822732548693274,template_handler
how do you get a virtual card?,40,0.6266734226761952,template_handler
how come there is a 1 extra charge on my statement?,34,0.586563565233507,template_handler
can i get an account for my son?,1,0.9727586785654712,template_handler
i keep checking my statements but nothing shows up. i requested a refund a long time ago but seems it s not reaching my account for some reason. would you please help me get the money back from the seller.,51,0.9450433313638245,template_handler
where is an atm?,3,0.695647453539602,template_handler
will the system automatically update once there is no more money left?,4,0.8669951223754655,template_handler
how do i find out about transfers,32,0.29672314472790556,llm_escalation
my cash withdrawl was declined why?,26,0.6459578040713545,template_handler
how can i see where my money comes from?,70,0.9901673636914731,template_handler
is there a charge for getting more cards?,39,0.736764636398212,template_handler
the transfer was accepted but now it s stuck on pending. when will it go through?,48,0.617271126468769,template_handler
what should i do if i forgot my passcode?,44,0.9111936855090746,template_handler
i want to use cash to top up.,58,0.7477213152165119,template_handler
i have a transaction that shows multiple times.,63,0.9524549762016054,template_handler
i need to order a new card mine is about to expire and i need to know how much it will cost and how long until i receive it.,9,0.9284784237687266,template_handler
where can i get a card in the eu?,24,0.8106466240370122,template_handler
can i still access the app even though my phone was stolen?,42,0.9639773849214129,template_handler
i no longer want to keep this account.,55,0.916528545321321,template_handler
i made a mistake when making my last transfer please cancel before it goes thru.,8,0.9679606791240035,template_handler
do the details of my profile have to match my documents,30,0.6852010321929338,template_handler
why does my money come from?,70,0.8882332944396275,template_handler
after i got married i need to change my name,30,0.9797348098212207,template_handler
there is a withdrawal in my account i didn t make.,20,0.6592304092785884,template_handler
i made a transaction but did it to the wrong account.,8,0.928952675365136,template_handler
how do i get my card back after the atm swallowed it.,18,0.9534009802108144,template_handler
the atm gave me less cash than i requested,75,0.8376538315557562,template_handler
is there a limit on making disposable cards?,29,0.8778744414942015,template_handler
how do i get top up with cash deposit,58,0.7630931129481798,template_handler
how soon do cards arrive after i order them?,12,0.5112559617553937,rag_pipeline
i have a duplicate payment on my account,63,0.777753978088812,template_handler
i have to verify the source of my funds,70,0.9648971346717613,template_handler
how many disposable cards can i make in a single day?,29,0.8227301397217883,template_handler
is it possible to give a second card from my account to my daughter?,39,0.9804684861453398,template_handler
is there any fees for top ups?,57,0.6546193443534071,template_handler
what is this charge on my card?,28,0.33370303804407436,rag_pipeline
what is the maximum i can transfer before i incur fees?,56,0.5532585256425122,template_handler
can i use this card at an atm?,3,0.7067829392423569,template_handler
i would like to get additional physical cards at this time,39,0.7320113383431851,template_handler
hey there s a fee for a transfer on my account. why?!,64,0.4179714629488946,rag_pipeline
can you explain why my payment is still pending?,45,0.5688691118579409,template_handler
i want my account deleted!,55,0.8567675057164424,template_handler
why wouldnt the atm give me money,26,0.3947671541902856,rag_pipeline
why does the atm continually decline my card? i ve tried multiple times on different machines with the same results. i thought i had enough funds for this so please help me understand why this is happening.,26,0.5032888457620491,rag_pipeline
what age do my kids need to be to use your service?,1,0.9816207697124048,template_handler
help me. there is a direct debit that i didn t make.,28,0.7392813682732641,template_handler
what currencies and cards do you support?,54,0.6487910216275572,template_handler
i want to cancel my card. i think someone else is using it.,22,0.7096192939748917,template_handler
are us credit cards accepted?,54,0.8092899532985829,template_handler
are there going to be fees from adding money with an international card?,57,0.9680335467182378,template_handler
if i have this card which atms can i go to?,3,0.9843454011133476,template_handler
is there a specific type you need for identity verification?,69,0.5005654255631765,rag_pipeline
not sure what my password is.,44,0.9871987255056173,template_handler
why would my card payment get reverted?,53,0.5797778273489212,template_handler
how old do you have to be?,1,0.9688965106462963,template_handler
why do i need to show id,74,0.629684961470249,template_handler
how do i know when my new card is going to arrive?,11,0.4872001101363037,rag_pipeline
what am i going to need in order to verify my identity?,69,0.40606228942912703,rag_pipeline
how do i order another card?,39,0.8811407543758097,template_handler
are cards available to those outside of the uk?,24,0.9497044935170361,template_handler
can you tell me which cards and currencies are supported?,54,0.6706330113924218,template_handler
i am still waiting for a money transfer to appear.,48,0.6408757777355848,template_handler
the account transfer i was trying to do failed.,7,0.5124039550828344,rag_pipeline
my card was declined at a restaurant today and i am not sure why.,25,0.4649524141508206,rag_pipeline
when can i expect my card?,12,0.9319406333982525,template_handler
my app statement shows i took out cash from an atm but i did not. what can i do?,20,0.8279202617372197,template_handler
can you tell me why my card is not working? i keep trying to use it but it keeps rejecting my payment. i am being careful and entering the info correctly but it still happens.,25,0.5303944437633806,rag_pipeline
i tried to withdraw cash from your atm but my transaction was cancelled.,26,0.639659355996755,template_handler
my refund is not showing up in my account. where is it?,51,0.6812626325546872,template_handler
i want to do a swift transfer,56,0.8854142679055199,template_handler
i do not feel comfortable verifying my identity.,68,0.5107037872840531,rag_pipeline
i checked my account and see that funds were deducted from a seller i didn t approve of. can you help me understand?,20,0.4878084344043303,rag_pipeline
my card payment has been pending for a long time now. why is it taking so long to take. it should have already made it through.,45,0.6469797633453918,template_handler
i can t see a top up top up verification code.,71,0.36723757450406797,rag_pipeline
i need assistance addressing a direct debit that i did not do myself.,28,0.9876913793807295,template_handler
there is a fee i don t recognize on my statement.,16,0.4058857626276711,rag_pipeline
how can i freeze a stolen card?,41,0.8379602022013556,template_handler
hi there! i need to cancel an order i recently made and start processing a refund. can you please help me with this and set up the refund as soon as possible? it s very urgent.,52,0.5353684014102624,rag_pipeline
how can disposable cards be used?,29,0.6858724824588958,template_handler
how long can i expect a transfer to pend for?,48,0.4125820987284768,rag_pipeline
why do you need to check my identity?,74,0.684864960888503,template_handler
why does top up need to be verified?,71,0.9169017131772064,template_handler
are physical card available?,43,0.9411092186315416,template_handler
how much am i charged for a sepa transfer?,56,0.8752356496058672,template_handler
what s the procedure for getting a card?,39,0.4235657452113896,rag_pipeline
how do i obtain a disposable virtual card?,37,0.5663977234535051,template_handler
what do i do if my smart phone was stolen?,42,0.6454283052192861,template_handler
can someone please tell me how much i can top up?,60,0.9388711935121276,template_handler
i have to transfer something to china as fast as i can. how long will it take to arrive in china?,67,0.41759044312516364,rag_pipeline
i made a bank transfer a couple of hours ago from my uk account. it hasn t appeared can you check to make sure it went through?,5,0.9421817597338814,template_handler
may i have a second card?,39,0.9884528209097269,template_handler
why would a cash withdrawal be pending?,46,0.6768823661858713,template_handler
there is a direct debit that looks suspicious.,28,0.9812336262561118,template_handler
i bought an item then noticed the exchange rate was wrong.,17,0.6991532130310878,template_handler
is there a pay structure for currency exchanges?,31,0.9032190054248462,template_handler
there s a cash withdraw on my statement that i didn t make.,20,0.42460106476754084,rag_pipeline
how can i cancel a transfer?,8,0.893760921956286,template_handler
i ve deposited a check in my account but the cash isn t showing as available.,6,0.9496299043468306,template_handler
can someone assist me by explaining why my card is not working?,14,0.7020860748029484,template_handler
i no longer want this account what should i do?,52,0.37746284670851343,rag_pipeline
how long will an urgent transfer from china take?,67,0.8841006737317354,template_handler
i need a new card to replace an expired one. will it cost anything and how soon?,9,0.8840221070340074,template_handler
why was my atm transaction cancelled?,26,0.7395048631601265,template_handler
the app is showing a payment i never made.,16,0.614926377196245,template_handler
what is the verification code on a top up?,71,0.8958356724749729,template_handler
i made a mistake and performed a transaction on the wrong account!,8,0.9630498929481197,template_handler
i am interested in a visa or mastercard. do you offer them?,73,0.9638193460378547,template_handler
i d like to get a refund for something i bought is that possible?,52,0.8748567283929095,template_handler
how can i transfer funds from my bank to my top up account?,65,0.7081052633673027,template_handler
i used the wrong account.,8,0.9508184412446045,template_handler
i am only 17. can i make an account?,1,0.8588268163286275,template_handler
i can t see my top up in my wallet!,62,0.6949843047585351,template_handler
this exchange rate you use is awful! please tell me this is a mistake and not the official interbank exchange rate!,17,0.7356700026109855,template_handler
why do you keep declining my transfers?it was always been working really well so far but when i tried to buy something just now the card got declined . i tried couple of times already but same thing is happening.,27,0.9610500032795822,template_handler
is it possible to refund an item?,52,0.6517142137585908,template_handler
what do i have to do to get the virtual card to work?,72,0.4236591889194187,rag_pipeline
if i need an additional card is there a fee for that?,39,0.5792741582562364,template_handler
why do i have to verify the top up?,71,0.7226457480428047,template_handler
it appears i have a fee in my statement.,34,0.6048927078181588,template_handler
i was charged multiple times for one transaction.,63,0.9269440140125101,template_handler
why did you charge me a fee when i made a transfer?,64,0.40836724550301984,rag_pipeline
why was my card payment reversed?,53,0.4086328941579345,rag_pipeline
so i was just charged for my recent atm withdrawal and any withdrawal prior to this has been free. what is the issue here?,19,0.7975554638827891,template_handler
there are charges on my card that i haven t purchased.,16,0.4488395625843749,rag_pipeline
i made a deposit and the balance hasn t been updated.,6,0.7120321556914098,template_handler
why did you charge me extra for withdrawing money?,19,0.832137957772142,template_handler
why isn t my pin available yet?,38,0.6061224345776993,template_handler
can i pay online with my card?,10,0.6803061145038756,template_handler
my money is back in my account after a seller contacted me stating they never received payment. i am positive it was deducted out of my account. please get this sorted out right away.,53,0.693711632698033,template_handler
can i withdraw money from another bank and transfer it into my empty account?,65,0.7244005686731717,template_handler
i have arranged a transfer but no longer need to send it. how do i stop the transfer?,8,0.760907486146817,template_handler
when will my card be activated?,0,0.6669804920172738,template_handler
at what age can a person open an account?,1,0.9936794161309198,template_handler
what is the correct exchange rate for getting cash,76,0.6441407087631946,template_handler
i don t know what this direct debit payment on my account is for.,28,0.8660059417581202,template_handler
what can i do if contactless doesn t work?,23,0.868773242530431,template_handler
the cheque i sent a few days ago has not been deposited yet what is the hold up?,6,0.7966509668151156,template_handler
i would like to cancel a transfer...is this possible?,8,0.8792649155874246,template_handler
i want to transfer money to a beneficiary but i couldn t.,7,0.5451452963508707,rag_pipeline
i wish to be able to top up with cash.,58,0.8461340727455954,template_handler
will i see the transfer in my account within the week?,67,0.585390488736831,template_handler
i want to talk about an order that i placed a long time ago and have yet to receive. i demand a refund due to lack of delivery of the product! i refuse to pay for something i never got.,52,0.9663219966048423,template_handler
my card payment is still pending.,45,0.3665546239646753,rag_pipeline
why is the cash withdrawal under pending?,46,0.5199177632583757,rag_pipeline
how would i change my details?,30,0.9041535706443525,template_handler
i m not sure why my payment has been declined? please tell me why i thought it was all good.,25,0.5741004015485154,template_handler
i got my american express in apple bay but top up is not working,2,0.7154454921352144,template_handler
i tired but an unable to activate my card.,0,0.9633481653272539,template_handler
i would like to better understand why my pass code is not working.,44,0.9560564375980712,template_handler
i cannot get my virtual card to function.,40,0.5243265265418607,rag_pipeline
i received my salary in the wrong currency. how do i change this?,50,0.9079889377302076,template_handler
do you happen to do exchanges of eur?,36,0.9310957282058644,template_handler
what is the process for getting an actual physical card?,43,0.9607248856202396,template_handler
i need to know this where do my funds come from?,70,0.9851200464798143,template_handler
how do i get a card in the eu?,24,0.8660108537950532,template_handler
i m on vacation in europe but i desperately need to change my pin. can i do this from abroad?,21,0.8680612475441717,template_handler
money was transferred to me and i am unable to see it,5,0.1584331827111257,llm_escalation
how old does my daughter need to be to have her own account?,1,0.903099188275767,template_handler
what s the deal with no cryptocurrency on your app?,7,0.3964231019658319,rag_pipeline
how can i prove who i am?,69,0.6309533750848669,template_handler
are there virtual cards,40,0.5428886102365925,rag_pipeline
how is this transfer supposed to work? it s not working for me.,14,0.2840700388438672,llm_escalation
what are the maximum amount you can do for auto top up?,4,0.9166828157415582,template_handler
what did you do with my money??? i just topped up i saw the money was there but now it s gone!! what did you do with it?,61,0.9387380921391157,template_handler
why can t i withdraw funds from my account?,26,0.4592127714088529,rag_pipeline
what is the purpose of requiring my identification?,74,0.5556070593010972,template_handler
i keep checking to see if i ve received a refund that i requested from a seller but i m not seeing the refund. i need you to help me get the refund.,51,0.8668652368642635,template_handler
how old does my daughter have to be to open an account?,1,0.9529190302102971,template_handler
there is a fraudulent charge on my statement.,16,0.3289827840781383,rag_pipeline
how do i get my card?,18,0.3637072662729754,rag_pipeline
the exchange rate on my purchase is wrong.,17,0.714695744318942,template_handler
i want to top up by cheque,58,0.6316543766382224,template_handler
it s been a week since you sent my card and i still don t have it.,11,0.9398991865586818,template_handler
i m confused ass to why my contactless is not working.,23,0.9392950715821681,template_handler
are visa and mastercard accepted,73,0.9381762639649035,template_handler
what was the issue with my topping up?,59,0.28812358630588303,llm_escalation
why was my payment reverted on the app,53,0.7798385889703408,template_handler
lost card found want to put it back in app,13,0.975112355144801,template_handler
can you explain why i was charged extra when i used the card?,15,0.6319897666997086,template_handler
there is a problem with my card. somebody has removed money from my account in a town i haven t been to. can you please freeze my account immediately?,20,0.45219606474973467,rag_pipeline
i am under the impression that my top up is still pending,47,0.7844725907350057,template_handler
is a transfer to a beneficiary allowed?,7,0.8953042940024046,template_handler
how can i prove the source of my funds?,70,0.9831303145528206,template_handler
can you activate my card pls,0,0.6912987087853392,template_handler
how can i receive verification for the source of my funds?,70,0.9634550531919818,template_handler
i want to know which currencies and cards are supported can you provide a list?,54,0.6529145929444501,template_handler
hi i m trying to purchase a flat and i m needing the first payment for the mortgage to go through on the flat i m trying to buy. for some reason i keep getting an error.can you assist in making this transfer? what is going on?,35,0.6843177468917544,template_handler
my card payment doesn t work.,25,0.36745057757017335,rag_pipeline
do you issue cards for someone living in the us?,24,0.9269468110611081,template_handler
the card i have doesn t work.,14,0.8794020392895665,template_handler
how come i can t seem to verify my id?,68,0.7152343505380535,template_handler
my disposable virtual card will not work,72,0.6000906630957762,template_handler
where can i modify my details?,30,0.9755241936905344,template_handler
i received the wrong exchange rate for an item i bought.,17,0.5712799893624784,template_handler
how can i find out about an extra fee on my statement?,34,0.7908758415107625,template_handler
can i top up for free using a european card?,57,0.8509614547415976,template_handler
my card is not working at stores.,14,0.8577882983889983,template_handler
i seem to have a problem here i bought something about a 2 weeks ago and just now received the payment back into my account and i ve already received the item. can you tell me what is going on here?,53,0.9036683777066067,template_handler
how can i check to see if my top up worked?,59,0.600314731991538,template_handler
how low does the balance have to be before the system updates?,67,0.20278240075200435,llm_escalation
can i transfer money i the app,65,0.3284182885083609,rag_pipeline
why does is payment not going through? did my account get frozen or some other issue i don t know about. what can i do to fix this problem?,35,0.2534570443667068,llm_escalation
is there a certain age i need to be?,1,0.9687327953114093,template_handler
help! i tried to get cash and it gave me some but not the right amount!,75,0.8326334290074501,template_handler
i would like to not have to do the identity verification.,74,0.606677375694338,template_handler
please tell me about disposable cards.,29,0.5494122631629231,rag_pipeline
please explain your exchange rate policy.,32,0.6495975536307296,template_handler
has the check i deposited cleared to i can get the cash?,6,0.9267736036236989,template_handler
some of my card payments look different than where i purchased products from. why is that?,15,0.2945016915636693,llm_escalation
i cannot verify my identity,69,0.3529414757834222,rag_pipeline
there was a problem with the exchange rate on a purchase.,17,0.6780023487683532,template_handler
there is an extra 1 charge on my statement why is that?,34,0.5002696979414889,rag_pipeline
in my app a direct debit payment i didn t do shows in my app,28,0.5207745760886578,rag_pipeline
why did i not get my refund yet?,51,0.8496906621832849,template_handler
do you have any restrictions to my top up?,61,0.31849144168178845,rag_pipeline
i can t top up my account using my american express with apple pay.,2,0.5525028343649083,template_handler
are you going to charge me to collect the money?,66,0.37062944191197444,rag_pipeline
what do i do if the machine rejects my card?,18,0.7649749189990099,template_handler
tell me how a top up would be reverted.,61,0.7716496670921501,template_handler
how do i link this new card?,13,0.4550326386399984,rag_pipeline
what is the virtual card,40,0.6731203782691217,template_handler
there is a direct debit set up that was not authorized by me.,28,0.9872264169543516,template_handler
please help me cancel a transaction.,8,0.9261925699515184,template_handler
i d prefer a mastercard.,73,0.9965119399841454,template_handler
i wanted to know why a top up i made has been reverted.,61,0.8429400969823632,template_handler
has someone accessed my card there are payments i did not make that are showing up on the app.,16,0.5441029272095311,rag_pipeline
i can t see all the refunds in my statement,51,0.6079406648148361,template_handler
i need to add more funds to my card today because it keeps being declined and i need to use it immediately. can you fix this or tell me alternatives?,59,0.23387382128336673,llm_escalation
i need to know why a money transfer is available.,48,0.5949056327179031,template_handler
what is the proper way to activate a card?,0,0.9687586293772391,template_handler
will there be any charges for money received?,56,0.4576399424499142,rag_pipeline
why is my atm cash withdrawal not working?,26,0.37629608492070554,rag_pipeline
i am out of money in my account and i was wondering if i could do a bank transfer is put more in it?,65,0.6998923229228077,template_handler
what happens if i deposit a cheque accidentally?,6,0.8128690468340835,template_handler
can i change my pin online?,21,0.38729833287662335,rag_pipeline
the attempted transfer failed.,35,0.94825862186755,template_handler
my thoughts were that you offered crypto top up which does not seem to be working. the money has now been taken from my account. what is the problem here?,61,0.9412273052938379,template_handler
i was under the impression that transfers were going to be free and here i was charged for something i bought overseas! i don t think this fee is right,64,0.8779200801038276,template_handler
is it possible to exchange currencies on the app?,33,0.8413185474317837,template_handler
do i get any sort of discount on volume for a lot fo currency exchanges?,31,0.9437352747467261,template_handler
is there a reason my cash withdrawal was declined?,26,0.4513008649255217,rag_pipeline
why have i been charged a fee for using my card?,15,0.5447663749816495,rag_pipeline
who can top up my accounts?,62,0.47687770700580384,rag_pipeline
i have used all of my pin tries. what should i do now?,49,0.9377119357281435,template_handler
i was issued a card about a week ago. why hasn t it come in yet?,11,0.7874925258739215,template_handler
my card payment s cancelled,53,0.48357738863421407,rag_pipeline
i can t use top up on google pay.,2,0.8711781464577948,template_handler
the exchange rate that was applied for an international purchase was wrong.,17,0.6457050678512561,template_handler
help me delete my account. i am not satisfied with the service.,55,0.9772670003540717,template_handler
how do i activate and link my new card?,0,0.46217190520713275,rag_pipeline
what s the closest place to withdraw money?,3,0.9534708151143665,template_handler
i just topped off my card will i be charged for it?,56,0.24367265366052523,llm_escalation
i cannot seem to use my card.,14,0.7885841059531323,template_handler
would i be able to use swift transfers?,56,0.9586052008868196,template_handler
the balance on my account wasn t updated after i made a depost.,5,0.5875791572302576,template_handler
instruct me how to reset the passcode.,44,0.9895887929914547,template_handler
why are there fees for using a card?,15,0.6411623944598606,template_handler
this is frustrating i m at work and my transfers are not going through. i keep getting an error message i do not have time for this.,7,0.7155430693733796,template_handler
will i be charged for topping up my account using a bank transfer?,56,0.39919763401996766,rag_pipeline
do i need to replace my card if it didn t work when i tried to pay contactless at the shop today?,23,0.8922974723139204,template_handler
is there always a charge when withdrawing money?,19,0.8835075055242662,template_handler
what are the steps of verifying an identity?,69,0.5363594673602191,rag_pipeline
i no longer live at my address on file how do i change it?,30,0.9636786970201353,template_handler
why was i charged an additional 1?,34,0.31938357546044766,rag_pipeline
my card is about to expire.,9,0.9310780963376777,template_handler
can anyone help me i lost my wallet and they ve started withdrawing from my account.,41,0.45747225715205947,rag_pipeline
how much does a card cost and why do you charge me,56,0.4282671320832736,rag_pipeline
how can i update my details since i moved?,30,0.9932300242355926,template_handler
where can i top my card for free?,10,0.41469203480087485,rag_pipeline
what can i use to receive my salary?,50,0.9318185895463534,template_handler
i am in desperate need to transfer funds from another account that i have into this one how do i do that?,65,0.8761522761279786,template_handler
why was i blocked from withdrawing from the atm?,26,0.6650588949329074,template_handler
what steps do i do to transfer money using my credit card?,62,0.860115617564376,template_handler
where did the extra fee on my statement come from?,34,0.7816707811174505,template_handler
why was my card declined in a shop?,25,0.8987464305924222,template_handler
why has my card declined,25,0.8033524077272615,template_handler
i am not able to do contactless.,23,0.8571520130308029,template_handler
i was charged when i used a us issued card. why and what cards are free to use to add money,54,0.8180970364608441,template_handler
if i am running low on credit can i auto top up?,4,0.9232347770118238,template_handler
can i cancel a transfer,8,0.8958739169084401,template_handler
how many currencies can i have money in in my account?,36,0.9089488172043944,template_handler
how do i go forth on verifying my identity?,68,0.4156446462718435,rag_pipeline
when do i get my pin?,38,0.49108959427466553,rag_pipeline
there is an extra small charge on my card! what do i do?,34,0.6097841031879272,template_handler
how can i create many temporary cards daily?,39,0.7930306377264573,template_handler
for the identity check do i need any kind of documentation?,69,0.8529202779929467,template_handler
why is there a pending transaction on my card?,45,0.7175409159249382,template_handler
i didn t make this payment and it s on my app,16,0.7643434495317615,template_handler
i looked at my statement and found a payment i and found a mistake.,34,0.30649629286490604,rag_pipeline
is their a fee for top ups?,57,0.684285054326741,template_handler
why is my app showing me taking money that i did not take out?,20,0.8133252752775849,template_handler
i have completed a transfer but it is not showing up.,5,0.705433429844544,template_handler
when does a uk transfer show up?,5,0.829803473031006,template_handler
why is there a fee for the transfer i made?,64,0.6383824724865145,template_handler
the atm machines keep declining my card and i don t know why. i thought i had money in my account. why is this happening?,26,0.4548124895529435,rag_pipeline
how can i get a new card asap to replace an old soon to expire one?,9,0.9490731460151451,template_handler
do you have any limit on the auto top up?,4,0.817754322283835,template_handler
which currencies are allowed?,36,0.5156256136269435,rag_pipeline
an overseas cash transfer did not work correctly,35,0.727080672823186,template_handler
my card is not able to be activated how do i get it to work?,0,0.6385286735046775,template_handler
i transferred some money to a friend of mine who urgently needs some money right now. how long will it take to get to her?,66,0.8751701053595339,template_handler
where is the code for verifying the top up card?,71,0.9423124774802417,template_handler
top up keeps failing,59,0.5556036459143318,template_handler
how do i cancel a recent transfer?,8,0.8832974150128384,template_handler
why is it taking so long for my pending transaction to post as cleared?,48,0.41506452363633023,rag_pipeline
there appears to have been a reversion in my top up,61,0.44788121945584436,rag_pipeline
my card payment has failed.,53,0.41933546049386905,rag_pipeline
i live in the uk. can i get a card?,24,0.9590626468664892,template_handler
my new card isn t here and it was issued a week ago.,11,0.9561972187322412,template_handler
did you deactivate my card it s not working anymore,14,0.9393938528001106,template_handler
can you tell me if my top up has been cancelled?,61,0.6167562932128773,template_handler
when will my transfer move out of pending stage?,48,0.6759006051052504,template_handler
is there a reason i was charged a fee to transfer?,64,0.420572399749873,rag_pipeline
what does my daughter need to open an account?,1,0.950227701592787,template_handler
what currencies do you do exchanges for?,36,0.6376821661706463,template_handler
a pending charge of 1l appears on my statement. please explain as i have not made a purchase for that amount,34,0.7179735127913017,template_handler
i paid with my card and got charged an extra fee what s up with that?,15,0.8426211303122284,template_handler
does it matter if i use visa or mastercard?,73,0.9940243532485543,template_handler
i tried to get funds in hard cash but it was rejected!,26,0.8259146571463597,template_handler
i am seeing and extra 1 charged to my account and wanted to know about it.,34,0.3632520756253464,rag_pipeline
is my pin located on my account somewhere?,38,0.7269897651147882,template_handler
i lost my phone. can i disable to app?,42,0.8659519257095359,template_handler
why hasn t my payment gone through yet?,45,0.7562451862555952,template_handler
i want to cancel my account.,8,0.372356600041315,rag_pipeline
should i be seeing a fee applied for my money transfer?,64,0.6747958441597648,template_handler
how do i find out why my card won t work?,14,0.8793619974178548,template_handler
can you help me figure out what s happening? i m trying to transfer money to a friend but it keeps getting returned. i m not sure what i m doing wrong.,35,0.8360595819721435,template_handler
why is there a 1 charge on my statement?,34,0.4007811667947075,rag_pipeline
my statement is showing an extra 1 charge and i am unsure why. is there an explanation for this?,34,0.8201604857706188,template_handler
top up not completed,47,0.4521349527843803,rag_pipeline
please delete this account.,55,0.9876000979985063,template_handler
is there a fee when i add money to my international card?,57,0.9144957926522387,template_handler
what do i do if my top up has not gone through?,47,0.6578889857035118,template_handler
i d like more info on getting a virtual card.,40,0.6560349048266959,template_handler
i didn t get the all the cash i wanted from the atm,75,0.6235427778641625,template_handler
why was there an extra charge with the withdrawal of my money?,19,0.5913677652028457,template_handler
i didn t think my country to country money transfer would take so long. it still says that it s pending so i re checked all of the account information everything seems right so what s the deal?,48,0.6293942793192637,template_handler
do you support the exchange of eur from my currency.,36,0.5489300893312931,rag_pipeline
i topped up but the app declined it,59,0.36768249435055383,rag_pipeline
when will my card be here?,12,0.6455917278851495,template_handler
i made a transfer for my rent payment about 2 days ago but my landlord hasn t received it yet. it shows as done on my side and i ve double check all account numbers and they are correct. can you verify that the transaction was actually made?,66,0.8486545792490744,template_handler
what do i do when my card is about to expire?,9,0.941538838201405,template_handler
what is the fee charged with this card payment?,15,0.530796527102552,rag_pipeline
i am express delivering my card to the us how long will that take,12,0.8538018825660757,template_handler
how can i convert currencies?,33,0.5136894635064629,rag_pipeline
i need clarity on why my card is not working.,14,0.7797452131889094,template_handler
i had a transfer blocked,49,0.3488061492717253,rag_pipeline
i would like to cancel my purchase.,52,0.5821720570888452,template_handler
somebody stole my wallet and is using my card! can you do something so they can t keep taking my money?,41,0.2919939734916461,llm_escalation
how do i fix a transaction to the wrong account?,8,0.9479454660610401,template_handler
how do i know why my card isn t working?,14,0.8831873594426755,template_handler
i just did a transfer but don t see the money in my account. what s up?,5,0.6117220126254713,template_handler
can an apple watch be used to tup up?,2,0.9883113993540417,template_handler
why isn t the transfer to my account showing up?,5,0.4380605728754848,rag_pipeline
i ordered my card but it still isn t here,11,0.8963079742418413,template_handler
can it automatically top up my account?,4,0.7794543355599867,template_handler
help! i ve forgot my app passcode!,44,0.8800761560798698,template_handler
i have one other credit card from the us. do you take it?,54,0.963756482411224,template_handler
where can i go to modify my detail?,30,0.8677376523521853,template_handler
are there limits as to where my card will be accepted?,10,0.9795963462777406,template_handler
i think my wallet fell out on the tube today! i realized as soon as i got to my desk. how do i cut off the card?,62,0.2465549426797974,llm_escalation
where is my new card? i have been waiting a week!,11,0.8923577018893746,template_handler
help me transfer money to my credit card.,62,0.8142047416004967,template_handler
i don t know how to verify my identity.,74,0.352669730247994,rag_pipeline
i was just giving the wrong amount by the atm. how do i request cash back at this point? the app is showing the amount that i actually requested even though that s not what i got.,75,0.9543749859967242,template_handler
when will my money be in my account?,67,0.7935705373058038,template_handler
why hasn t my friend received the transaction?,66,0.8462785324090496,template_handler
why is there an extra fee for using the atm??!!!,19,0.38049908904956103,rag_pipeline
how do i find out how or where this transaction on my account came from?,16,0.36378965719740836,rag_pipeline
it s not letting me transfer money to my beneficiery.,7,0.8287067848067503,template_handler
can you tell me what cards and currencies you take?,54,0.8499768698985598,template_handler
hey i need help urgently. i just realised i sent my payment to the wrong account number there is a typo! please cancel it immediately i can t do it anymore from the app,8,0.9751010765300657,template_handler
i think youre system may be broken because i have tried transfer money 5x and it isnt working! i m not doing anything complicated it is what i usually do.,35,0.4261945228358093,rag_pipeline
i thought i knew my password but i guess i was wrong what can i do now?,44,0.9789043656533291,template_handler
